role,login_hour,failed_logins,files_accessed,sensitive_files_accessed,usb_insertions,external_email_count,vpn_usage,working_hours_violation,anomaly_score,insider_threat
1,6,1,19,1,0,4,1,0,0.561,0
2,14,0,16,0,1,2,0,0,0.104,1
1,20,1,11,0,2,2,1,0,0.294,0
2,12,2,15,1,1,1,1,0,0.12,0
2,22,0,23,1,2,0,0,0,0.008,0
2,16,1,10,0,2,0,0,0,0.336,0
2,14,2,14,1,1,2,1,0,0.661,0
3,7,1,17,1,0,3,0,0,0.941,0
2,9,2,26,0,0,0,0,1,0.457,1
2,15,1,13,1,2,0,0,1,0.777,0
2,8,0,16,0,0,0,0,1,0.33,0
2,19,0,14,2,0,3,0,1,0.576,0
2,2,0,13,1,0,4,0,0,0.942,0
1,8,2,16,1,0,1,0,0,0.67,0
3,11,1,16,0,0,0,0,0,0.967,0
1,20,0,9,0,0,4,1,0,0.979,1
0,10,3,10,1,0,3,0,0,0.414,0
2,18,0,15,2,0,2,1,1,0.121,0
2,21,0,18,0,0,3,0,0,0.864,0
2,21,2,12,0,0,2,0,0,0.859,0
2,5,1,12,1,0,1,0,0,0.998,0
2,11,0,18,1,0,2,0,0,0.493,0
1,8,0,7,1,0,1,1,0,0.615,0
1,11,1,13,0,0,1,0,1,0.796,0
3,13,1,19,1,0,2,0,0,0.898,0
2,3,1,10,1,0,3,1,0,0.602,0
2,4,0,12,0,0,2,0,1,0.258,0
2,15,0,13,1,2,0,0,0,0.408,0
2,14,1,11,2,0,4,0,0,0.528,0
2,4,3,19,3,1,4,1,1,0.179,0
2,10,1,19,1,0,2,0,0,0.754,0
2,23,2,13,2,0,3,0,0,0.061,0
0,8,0,13,1,1,0,1,0,0.239,0
2,13,1,14,0,0,1,0,0,0.184,0
3,14,0,13,1,0,3,0,0,0.655,0
3,13,1,16,0,1,2,1,1,0.564,0
2,11,2,20,0,3,2,1,1,0.669,0
2,5,0,20,1,0,3,1,1,0.953,0
2,3,3,15,0,0,0,1,1,0.316,0
2,10,0,19,0,0,3,1,0,0.011,1
2,0,0,11,0,0,1,0,1,0.905,0
2,20,1,12,0,1,2,0,1,0.776,0
2,17,0,12,0,0,3,0,0,0.439,0
2,1,1,18,0,1,2,0,0,0.986,0
2,9,1,17,0,0,2,0,0,0.642,0
1,22,1,19,0,1,1,0,1,0.656,0
2,13,0,16,0,2,2,0,1,0.912,0
0,15,1,17,0,0,2,1,0,0.826,0
2,18,1,17,1,1,2,0,0,0.087,1
2,22,1,18,0,1,4,1,0,0.186,0
3,18,1,21,0,1,3,0,0,0.453,0
2,20,2,9,1,2,0,0,0,0.772,1
2,16,3,11,0,1,4,0,0,0.408,0
3,12,2,20,0,0,2,0,1,0.844,0
2,0,4,13,0,1,2,1,0,0.149,0
2,18,1,11,2,1,0,0,0,0.319,0
2,13,2,13,0,0,1,0,1,0.926,0
2,11,1,13,2,0,3,0,0,0.461,1
2,4,0,16,0,1,4,1,0,0.19,0
2,19,3,21,0,0,3,1,0,0.821,0
2,5,0,21,2,0,3,0,0,0.809,0
2,4,0,19,1,0,1,0,0,0.572,0
2,23,0,15,2,0,0,0,0,0.196,0
0,20,2,10,1,1,1,0,0,0.93,0
2,6,1,20,0,2,3,0,0,0.747,0
2,20,0,13,0,0,1,1,0,0.546,0
3,2,2,19,0,1,2,0,0,0.482,0
2,22,2,12,2,1,0,0,0,0.022,0
2,23,1,14,1,0,2,1,0,0.441,0
2,3,3,9,1,0,2,0,1,0.956,1
2,6,1,13,2,1,1,1,0,0.28,0
2,4,1,16,1,0,1,1,0,0.423,0
2,9,1,18,0,0,1,0,1,0.405,0
2,9,2,16,0,0,1,1,1,0.292,0
2,20,3,20,1,0,0,0,0,0.225,0
2,1,2,10,0,0,5,0,0,0.89,0
0,19,1,19,1,0,5,1,0,0.396,0
2,3,2,14,2,0,6,0,0,0.706,0
2,1,1,19,1,0,3,0,0,0.561,1
2,3,2,22,1,0,6,0,1,0.701,0
2,16,2,13,1,1,4,0,0,0.835,0
2,8,0,13,1,0,3,1,0,0.012,0
2,13,0,12,1,1,5,0,0,0.485,0
2,23,1,21,0,0,4,0,0,0.132,0
2,7,0,14,1,0,6,1,1,0.59,0
2,22,2,14,1,0,1,0,0,0.249,0
2,17,2,15,3,0,3,1,1,0.098,0
3,10,0,13,0,1,1,0,0,0.549,1
2,17,1,18,0,0,2,1,0,0.278,0
2,10,1,10,1,1,1,1,0,0.066,0
2,7,0,17,0,0,2,0,0,0.877,0
2,4,3,19,1,1,2,0,0,0.675,1
2,13,3,12,0,1,2,0,0,0.356,0
1,16,2,17,0,1,4,0,0,0.412,1
0,17,2,12,0,2,1,0,0,0.032,1
3,18,0,22,2,1,5,0,0,0.113,1
2,1,2,8,0,0,1,0,0,0.225,0
2,14,0,17,0,0,1,0,1,0.935,0
0,22,0,15,1,0,4,0,1,0.403,0
2,19,1,11,0,1,2,0,0,0.625,0
0,19,1,15,1,0,3,0,0,0.681,0
1,4,0,15,2,0,1,1,0,0.09,0
2,20,2,14,1,1,2,0,0,0.049,1
2,8,2,15,0,0,2,1,1,0.068,0
1,16,1,17,1,0,3,0,1,0.579,0
1,5,0,14,2,0,2,0,0,0.343,0
2,2,2,10,0,0,2,1,1,0.428,0
2,21,1,13,0,1,2,0,1,0.37,0
1,13,0,11,0,0,0,0,0,0.548,0
3,10,2,11,0,1,3,0,0,0.771,0
3,3,2,17,0,1,2,0,0,0.194,0
0,1,0,21,1,0,3,0,1,0.082,0
2,3,2,13,1,0,0,1,0,0.479,0
1,20,2,17,1,0,1,0,0,0.668,0
0,7,0,17,1,0,1,0,1,0.086,0
2,23,2,12,0,1,2,0,0,0.773,0
2,22,0,15,0,0,2,0,0,0.415,0
0,8,6,18,1,0,0,0,1,0.327,0
2,3,2,21,0,1,1,0,0,0.589,0
2,5,2,16,2,0,1,0,1,0.85,0
3,3,0,19,2,0,1,0,1,0.897,0
3,14,3,9,1,1,3,1,1,0.266,0
2,1,1,11,1,0,4,0,0,0.192,0
3,5,3,14,0,0,1,0,0,0.528,0
2,16,2,21,1,1,2,0,0,0.569,0
2,14,0,19,0,1,2,0,1,0.565,0
2,22,1,17,1,0,2,0,0,0.712,0
2,11,0,11,0,0,1,0,0,0.344,0
2,18,1,18,0,1,5,0,0,0.236,0
0,11,1,18,1,0,3,0,0,0.41,1
2,6,0,21,2,1,1,0,1,0.806,0
2,4,2,18,2,1,1,1,0,0.471,0
2,13,2,11,1,2,0,0,0,0.21,0
3,10,0,10,0,0,1,1,1,0.003,0
3,12,2,15,1,1,3,0,0,0.698,0
2,4,0,19,0,0,2,1,0,0.627,1
2,23,0,15,1,1,0,0,0,0.721,0
2,2,0,6,0,0,0,0,0,0.573,1
3,15,1,21,0,1,3,0,0,0.794,0
3,1,0,14,0,0,1,0,0,0.706,0
2,20,1,17,1,2,1,0,0,0.912,1
2,3,1,13,0,0,3,0,0,0.916,0
0,20,2,20,0,2,1,0,0,0.637,0
2,17,0,12,0,0,4,0,0,0.69,0
1,7,0,14,2,0,2,1,1,0.988,0
1,18,3,13,1,2,2,0,1,0.905,1
3,4,3,12,1,0,3,0,0,0.42,0
0,11,1,15,1,0,3,0,0,0.865,0
2,2,1,20,0,0,0,1,1,0.785,0
2,5,2,14,1,1,3,0,1,0.763,0
2,9,0,17,1,1,2,1,0,0.595,0
2,1,2,12,0,0,1,0,0,0.8,1
2,2,0,17,0,0,1,1,0,0.84,1
2,20,1,11,1,1,1,0,0,0.581,0
2,18,0,14,2,1,2,0,1,0.048,1
0,10,0,20,1,0,2,0,0,0.859,0
2,7,2,15,0,0,3,0,1,0.026,0
1,7,1,19,0,0,1,1,1,0.616,0
2,18,2,16,1,0,3,0,0,0.327,0
2,10,0,26,1,1,3,1,0,0.558,1
2,15,0,11,1,1,0,0,0,0.075,1
2,0,2,11,2,0,3,0,0,0.66,0
2,2,1,11,1,0,1,0,0,0.635,0
2,17,3,11,1,0,3,1,0,0.791,1
2,15,3,18,2,0,6,0,0,0.774,0
3,5,0,20,0,1,1,0,0,0.416,0
2,5,0,16,0,0,4,0,0,0.243,0
2,11,0,13,1,0,0,1,0,0.844,0
2,9,3,17,0,1,2,0,0,0.62,0
1,3,4,14,0,0,2,0,0,0.195,1
1,13,2,15,0,0,3,1,0,0.143,0
2,17,1,15,0,0,1,1,0,0.961,0
2,13,1,12,1,1,0,0,0,0.326,0
1,18,1,15,0,0,0,0,1,0.836,0
2,22,1,19,1,1,2,0,0,0.678,0
0,13,1,15,0,2,1,0,0,0.372,0
3,14,2,15,1,2,3,0,1,0.208,0
2,11,2,13,1,0,2,0,1,0.168,0
2,12,1,11,0,0,1,0,1,0.498,1
2,10,0,18,0,0,2,0,0,0.932,0
2,11,1,14,0,0,1,0,0,0.745,0
2,8,1,8,0,0,1,1,0,0.701,1
2,14,2,20,0,0,2,0,0,0.106,0
2,5,0,9,1,2,2,1,1,0.567,1
3,20,1,18,1,0,4,0,0,0.274,0
3,15,3,12,0,1,1,0,1,0.993,0
2,4,1,13,1,0,3,1,1,0.495,0
3,23,2,17,2,0,2,0,0,0.891,0
3,23,3,16,1,1,4,0,0,0.588,0
2,16,2,16,1,0,1,0,0,0.713,0
2,16,0,9,1,2,1,0,0,0.44,0
3,9,3,15,0,0,0,0,0,0.255,0
3,0,0,11,2,0,1,0,0,0.961,1
1,15,0,15,1,0,2,0,0,0.276,1
2,22,1,18,0,0,1,0,0,0.335,0
2,16,0,11,1,1,2,0,1,0.244,1
2,16,1,13,2,1,4,0,1,0.958,1
3,9,3,13,1,0,3,1,0,0.282,0
2,8,2,8,0,1,1,1,0,0.957,0
2,8,1,21,1,1,2,0,0,0.329,0
2,11,0,14,2,0,1,1,0,0.346,0
2,6,2,15,1,2,3,1,0,0.092,0
3,14,1,13,0,1,3,0,1,0.151,0
2,2,1,13,0,0,1,1,0,0.245,0
1,22,0,14,0,0,0,0,0,0.42,0
2,11,0,9,2,0,4,0,0,0.167,1
2,0,0,7,1,0,3,1,1,0.792,0
2,12,1,20,2,0,1,0,0,0.137,0
2,5,5,12,0,1,1,0,0,0.553,0
2,5,1,18,0,1,0,0,0,0.026,0
3,13,0,14,1,0,1,0,0,0.866,0
2,4,2,14,0,0,1,0,0,0.221,0
2,4,1,19,1,1,2,0,0,0.759,1
1,12,1,21,0,1,3,0,1,0.815,0
2,14,2,13,0,0,1,0,1,0.365,0
2,8,1,18,2,0,6,0,1,0.747,0
2,22,1,17,0,1,4,0,1,0.829,0
3,14,1,9,0,0,2,0,1,0.595,0
3,16,0,15,0,0,3,1,0,0.64,0
3,4,0,9,0,0,2,0,0,0.016,0
3,5,1,11,0,1,2,0,0,0.99,0
2,18,0,9,1,1,2,0,0,0.852,0
3,3,1,17,0,0,1,0,0,0.006,0
2,9,0,11,0,0,4,1,0,0.989,0
1,6,0,17,1,2,1,0,1,0.66,0
2,18,2,11,1,1,0,0,0,0.468,0
2,2,1,11,1,0,2,0,0,0.602,0
1,12,2,16,1,1,1,0,1,0.854,0
0,5,0,16,1,1,1,0,0,0.37,0
2,5,1,12,0,1,1,0,1,0.384,0
2,13,3,12,0,0,2,0,1,0.806,0
2,9,0,12,0,1,3,0,0,0.05,0
2,4,1,18,1,2,2,0,0,0.823,0
2,9,2,15,0,0,3,0,0,0.598,0
2,11,2,9,0,0,1,1,0,0.408,0
2,23,0,23,0,2,4,0,1,0.6,0
2,13,0,14,1,1,3,0,0,0.531,0
2,23,2,11,1,0,0,0,0,0.739,0
1,0,0,19,0,2,1,0,0,0.182,1
0,21,1,16,0,1,2,0,0,0.847,0
2,0,0,12,0,0,7,0,0,0.827,0
2,14,0,18,0,1,1,1,0,0.767,0
3,3,3,17,0,1,3,0,1,0.344,1
2,21,1,15,2,0,1,0,0,0.921,0
2,20,3,8,1,1,2,0,0,0.567,0
2,20,0,9,0,1,3,1,0,0.429,0
0,2,2,15,1,0,0,0,1,0.186,0
2,1,0,16,1,0,0,0,0,0.712,0
2,5,0,16,0,0,2,1,0,0.668,0
3,20,0,15,2,0,0,0,0,0.363,0
2,0,0,13,0,0,1,1,0,0.345,0
2,8,0,14,0,0,4,0,0,0.121,0
1,0,1,14,0,0,2,0,0,0.522,0
2,11,0,17,0,0,0,0,0,0.972,0
2,18,0,17,1,0,1,1,1,0.94,0
1,11,0,15,0,0,2,0,0,0.659,1
1,11,1,11,0,2,1,1,0,0.57,0
2,3,2,14,1,1,1,1,1,0.33,0
2,2,2,16,0,0,4,0,0,0.179,0
2,13,3,10,0,0,1,1,0,0.526,0
2,12,2,18,2,0,2,0,1,0.579,0
0,13,0,11,0,1,0,0,1,0.45,0
2,14,1,16,1,0,5,0,1,0.206,0
0,3,2,17,0,0,2,1,0,0.888,1
2,19,2,10,1,1,2,1,0,0.578,0
3,7,2,14,1,1,3,0,0,0.615,0
2,19,1,12,0,0,1,0,1,0.171,1
0,7,0,17,0,1,2,0,0,0.472,0
2,10,0,16,0,1,2,0,1,0.179,0
3,8,0,15,1,0,2,0,0,0.882,0
2,12,1,7,0,0,2,0,0,0.227,0
2,12,2,14,0,0,6,0,0,0.621,0
2,13,2,10,0,1,3,0,0,0.372,0
2,23,2,17,0,1,1,0,0,0.007,0
2,4,0,17,1,0,3,1,0,0.614,0
0,7,1,14,1,0,2,1,0,0.988,0
2,21,0,18,1,0,2,0,0,0.33,0
2,11,3,9,2,0,4,0,1,0.39,0
0,2,1,11,0,0,1,0,0,0.559,0
2,13,2,7,1,1,1,1,0,0.053,0
2,20,1,15,0,0,3,0,1,0.236,0
3,5,2,15,2,1,0,0,0,0.397,0
2,4,3,11,1,0,3,0,0,0.703,0
2,22,0,9,1,1,3,0,0,0.951,0
2,16,1,16,0,0,2,1,0,0.074,0
3,23,2,12,1,0,2,0,1,0.813,0
2,13,2,18,0,1,3,0,0,0.176,0
0,20,1,18,0,0,1,1,0,0.392,1
3,16,1,15,1,0,3,1,0,0.089,0
0,4,2,11,0,0,1,0,0,0.211,0
2,18,2,16,0,0,3,0,0,0.381,0
1,18,1,13,1,0,1,0,0,0.706,0
2,17,2,19,0,2,1,0,0,0.743,0
3,12,1,13,1,0,2,0,0,0.467,0
2,5,3,19,0,2,1,0,0,0.064,0
2,8,2,14,1,0,0,0,0,0.212,1
2,14,2,14,1,2,4,0,0,0.375,1
3,9,1,19,0,1,1,1,0,0.237,1
2,7,0,19,0,0,2,1,0,0.427,0
1,18,2,9,0,0,3,0,0,0.816,0
2,1,1,13,0,0,2,0,0,0.31,1
1,10,2,18,0,0,3,0,0,0.066,0
1,18,1,11,3,2,3,0,1,0.888,0
3,10,2,22,1,1,4,1,1,0.749,0
2,5,4,14,2,1,3,1,0,0.474,0
3,23,0,16,1,0,4,0,0,0.328,0
2,16,0,12,1,0,4,0,0,0.812,0
2,18,2,19,1,1,2,0,0,0.784,0
0,13,0,15,2,0,0,0,0,0.251,0
3,1,0,17,1,0,2,1,1,0.614,0
2,22,2,21,1,0,1,0,0,0.386,1
1,18,1,18,1,0,1,0,0,0.672,0
2,6,1,24,1,1,2,0,0,0.325,1
0,17,0,11,2,0,1,1,0,0.644,0
2,18,0,20,1,0,2,0,0,0.544,0
1,2,0,12,0,1,3,0,1,0.298,1
2,16,4,18,1,0,0,0,0,0.534,0
2,20,1,19,1,2,0,0,0,0.389,0
2,2,0,14,2,1,1,0,0,0.859,0
2,3,0,9,1,1,2,0,0,0.598,0
3,21,0,20,1,0,2,1,0,0.809,0
2,1,1,13,1,0,7,1,0,0.593,0
1,3,1,11,0,1,2,1,0,0.456,0
3,17,0,18,2,1,1,0,0,0.082,0
2,4,3,22,1,0,2,0,0,0.54,0
2,17,0,11,0,1,3,0,0,0.298,0
0,6,4,21,1,1,3,1,0,0.916,0
1,9,0,16,0,1,1,0,0,0.675,0
3,3,1,13,0,0,3,1,0,0.819,0
2,7,1,14,2,1,0,0,0,0.967,1
2,18,2,14,1,1,2,0,1,0.639,0
2,5,0,16,2,0,2,0,0,0.029,0
1,15,1,11,0,0,4,0,0,0.506,0
2,6,0,10,2,0,1,0,0,0.824,0
2,2,1,20,2,0,2,0,1,0.038,0
2,14,3,15,2,1,2,0,1,0.144,0
0,10,2,12,1,0,3,0,1,0.992,1
3,13,2,22,0,0,2,1,1,0.631,1
3,2,1,22,1,0,5,0,0,0.09,0
2,11,2,10,0,1,2,0,0,0.21,0
2,8,0,13,0,0,4,0,0,0.683,0
2,22,1,22,0,0,0,0,0,0.725,0
2,10,0,13,1,0,3,0,0,0.048,0
1,16,1,11,0,0,0,0,0,0.291,1
2,23,1,13,1,1,1,0,1,0.027,0
1,16,1,13,0,0,0,1,1,0.844,0
2,13,1,17,1,2,1,0,1,0.761,1
2,6,1,12,1,0,2,0,0,0.647,0
0,14,1,12,1,0,1,0,0,0.173,0
2,18,1,11,2,0,1,0,0,0.822,0
2,18,1,11,1,1,2,0,1,0.672,0
2,6,0,13,0,1,2,0,1,0.244,0
3,18,1,13,2,1,1,0,0,0.249,0
2,18,1,10,0,2,1,0,0,0.495,0
2,2,1,15,0,0,3,0,0,0.091,0
2,16,5,8,0,0,2,0,1,0.124,0
2,11,2,8,2,1,1,1,0,0.369,0
1,2,2,20,0,0,2,1,0,0.263,0
2,6,0,17,1,0,0,0,0,0.769,0
3,3,2,19,0,1,6,1,1,0.798,0
1,13,0,8,1,0,1,1,0,0.559,0
2,17,1,8,0,2,0,1,0,0.795,0
2,23,3,22,0,1,0,0,0,0.724,1
2,2,0,9,0,0,5,0,0,0.154,0
3,8,0,17,1,1,1,1,0,0.529,0
3,13,1,19,1,0,2,1,1,0.136,0
0,14,3,18,0,0,1,1,0,0.677,1
3,4,1,11,2,1,1,0,0,0.043,0
2,12,4,16,1,0,3,1,0,0.142,0
2,9,0,17,2,1,4,0,0,0.232,0
2,8,1,11,1,1,2,1,0,0.423,0
1,6,1,16,1,1,3,0,0,0.181,0
2,12,0,21,1,0,2,0,0,0.88,0
0,6,2,18,3,0,1,0,1,0.081,1
2,22,1,12,0,0,3,1,1,0.541,1
2,7,1,15,2,1,3,0,0,0.505,0
2,16,1,24,3,0,4,0,1,0.208,0
1,9,2,29,0,1,0,0,0,0.09,0
2,19,2,9,0,2,1,1,0,0.2,0
0,9,0,15,4,0,0,0,1,0.416,0
2,14,1,13,0,0,2,0,0,0.42,0
2,15,2,16,0,0,2,0,0,0.85,0
2,13,1,16,0,1,4,0,0,0.976,0
2,7,1,14,2,0,1,0,0,0.328,0
1,8,0,11,0,0,0,1,1,0.554,0
3,15,3,23,2,1,0,0,1,0.758,0
2,7,0,11,1,1,3,0,0,0.849,0
1,5,4,13,1,1,1,0,1,0.901,0
3,9,1,13,0,0,1,1,1,0.966,0
3,16,0,15,0,1,5,0,0,0.054,0
2,10,1,14,0,0,3,0,0,0.351,0
2,7,3,14,0,0,0,0,1,0.75,0
2,14,0,19,0,2,1,1,0,0.464,0
2,10,1,15,1,2,1,1,1,0.439,0
1,1,2,10,0,0,0,0,1,0.552,0
2,12,4,19,1,0,0,0,0,0.359,0
3,21,3,18,2,1,3,0,0,0.967,0
2,18,1,19,1,2,1,1,0,0.337,0
2,11,0,9,0,0,3,0,0,0.839,0
2,6,3,12,0,0,0,1,0,0.454,1
2,16,1,14,0,0,0,0,0,0.218,0
2,13,3,19,0,1,2,0,0,0.119,0
2,8,0,13,0,0,0,0,1,0.853,0
2,21,1,21,0,0,0,1,0,0.864,1
2,12,2,12,0,2,0,0,1,0.856,1
2,19,0,16,0,2,1,0,1,0.718,0
3,3,1,20,0,0,2,0,0,0.336,0
0,13,3,12,1,1,4,0,0,0.892,0
3,21,0,19,0,0,2,0,0,0.532,0
0,7,1,11,1,2,2,0,0,0.57,0
2,19,0,20,0,0,4,1,0,0.814,0
2,15,1,13,0,1,3,0,0,0.894,1
2,20,0,16,0,0,5,0,0,0.389,0
2,4,0,13,0,0,2,1,0,0.33,1
2,0,1,14,0,0,4,0,1,0.703,0
2,3,2,21,1,0,2,0,0,0.512,0
0,3,4,18,0,3,1,0,0,0.404,1
3,8,0,13,1,1,3,0,0,0.448,0
2,9,1,18,0,2,4,1,0,0.428,0
2,6,2,21,0,1,3,0,0,0.363,0
2,21,6,17,0,0,0,0,0,0.121,0
2,22,0,15,2,0,5,1,0,0.759,0
2,19,0,14,0,0,3,0,1,0.865,0
1,21,0,14,0,1,1,1,0,0.192,0
0,16,0,14,0,0,4,0,0,0.152,1
2,10,0,17,3,3,2,1,0,0.612,1
2,10,2,15,0,0,1,0,0,0.207,0
0,1,1,12,2,1,1,1,0,0.091,1
3,14,2,17,1,0,2,0,0,0.123,1
2,19,0,12,2,0,5,0,1,0.499,0
2,10,0,24,1,0,1,0,0,0.162,0
1,3,2,12,3,0,2,0,1,0.733,0
3,20,0,10,0,1,1,0,0,0.948,0
3,20,1,17,2,1,1,1,0,0.512,0
3,2,3,19,1,1,4,0,0,0.033,0
2,18,1,17,2,0,4,0,0,0.785,0
0,1,2,12,1,1,5,0,0,0.309,0
2,2,2,14,2,0,1,0,0,0.503,1
2,9,1,15,1,3,1,0,0,0.42,0
0,10,0,13,0,0,1,0,0,0.146,0
0,11,1,14,0,0,1,0,0,0.593,0
0,10,4,17,0,2,1,0,0,0.692,0
2,17,1,12,0,0,1,0,0,0.322,1
2,4,1,15,2,1,3,0,1,0.479,0
2,17,2,20,1,1,3,1,0,0.541,0
3,18,1,17,1,0,3,0,0,0.619,1
2,17,1,19,0,1,2,1,1,0.362,0
2,5,2,9,0,0,1,0,0,0.119,0
2,13,0,13,1,3,0,0,0,0.963,1
2,5,2,23,0,1,5,0,0,0.913,0
1,6,3,20,2,0,2,1,1,0.628,0
3,11,1,14,0,0,2,0,0,0.489,1
1,3,2,19,0,0,2,1,0,0.981,0
2,1,1,10,0,1,1,1,0,0.495,0
0,6,2,13,0,1,2,0,0,0.825,0
2,9,1,18,0,0,2,0,0,0.996,0
2,0,1,11,0,1,2,0,0,0.18,1
2,5,1,16,2,1,6,0,0,0.045,0
3,21,2,10,2,0,2,0,1,0.072,1
2,7,1,26,1,0,2,1,0,0.006,0
3,22,1,22,1,1,2,0,0,0.466,1
2,1,1,21,0,0,0,0,0,0.536,0
0,14,1,18,0,1,4,1,1,0.014,0
2,9,1,19,1,1,0,0,0,0.599,1
0,13,1,9,0,0,0,0,0,0.846,0
0,13,1,16,0,0,2,0,0,0.121,1
2,4,0,14,1,1,4,0,0,0.173,0
2,20,4,11,0,1,2,0,0,0.585,1
1,20,2,8,1,0,1,0,0,0.625,1
2,1,1,18,1,1,3,1,0,0.352,0
2,22,1,16,0,0,0,1,0,0.75,0
2,19,1,19,2,0,3,1,1,0.414,0
0,5,1,10,0,0,5,0,0,0.24,0
2,1,1,18,0,0,1,0,0,0.141,1
1,12,1,9,1,1,3,0,0,0.763,0
2,10,1,21,1,0,2,0,0,0.909,1
1,11,1,20,1,2,0,0,0,0.187,0
2,22,0,16,2,0,2,0,0,0.996,0
2,3,0,15,0,1,1,0,0,0.004,0
2,2,2,22,1,1,2,1,0,0.187,0
2,3,2,15,0,0,2,1,0,0.817,0
3,11,2,8,1,0,1,0,0,0.785,0
3,11,0,18,0,0,1,0,0,0.723,1
3,15,1,15,1,0,2,1,0,0.9,0
2,9,3,16,0,1,1,0,0,0.035,0
1,0,1,10,0,0,3,0,0,0.649,0
2,4,1,16,0,1,2,0,0,0.163,0
2,3,2,14,1,2,5,0,1,0.673,0
2,10,2,15,1,1,3,0,0,0.888,0
2,4,2,11,0,1,1,0,0,0.903,0
3,20,1,15,2,0,1,1,1,0.112,0
2,5,2,16,2,0,0,0,1,0.807,0
2,8,1,12,1,0,2,1,1,0.843,0
2,1,1,18,2,0,1,0,1,0.894,0
3,23,0,13,0,0,2,0,1,0.963,0
3,19,0,11,1,1,3,0,1,0.463,1
1,10,2,12,1,0,1,1,0,0.432,0
0,2,0,6,0,0,2,1,0,0.499,1
2,4,0,18,0,3,2,0,1,0.357,0
1,13,0,10,0,0,3,0,0,0.447,1
1,23,0,17,2,0,2,0,0,0.74,0
2,10,1,32,2,0,1,1,0,0.186,0
2,6,2,16,1,1,3,1,0,0.05,0
3,9,0,14,0,0,2,0,0,0.925,1
2,14,3,18,1,0,0,0,0,0.912,0
3,17,0,23,1,1,1,0,0,0.138,1
2,16,1,23,2,0,2,0,1,0.447,0
2,21,0,14,0,0,2,1,0,0.071,0
2,9,1,16,0,1,3,1,0,0.551,0
2,11,1,14,1,1,3,1,0,0.734,0
2,16,1,16,1,1,1,0,0,0.949,0
2,22,2,12,1,0,0,0,1,0.094,0
2,12,1,19,1,0,4,0,1,0.15,0
3,23,0,17,0,0,2,1,0,0.22,1
3,17,1,11,1,1,4,0,1,0.722,0
2,8,2,11,1,0,0,1,0,0.235,0
3,14,4,13,1,1,4,1,0,0.759,0
1,9,0,9,3,1,2,1,0,0.236,1
2,17,1,16,0,0,1,0,0,0.66,1
2,10,2,19,2,1,2,1,0,0.318,0
2,19,1,12,0,0,3,0,0,0.854,0
0,17,0,14,0,0,2,1,0,0.827,0
2,20,1,17,2,1,4,0,0,0.936,0
3,10,2,21,0,1,1,0,1,0.524,0
2,14,0,13,1,1,2,0,0,0.229,1
2,6,1,15,1,0,1,0,0,0.593,0
1,17,1,13,3,1,2,0,0,0.78,0
1,11,0,17,1,1,2,0,1,0.792,0
1,17,0,13,0,0,3,0,0,0.877,0
2,16,1,8,0,0,3,1,0,0.208,0
2,2,0,17,0,1,1,1,1,0.379,1
3,16,0,19,1,1,1,0,1,0.653,0
2,4,2,19,0,0,3,0,0,0.405,0
2,2,1,16,0,0,0,0,0,0.001,0
1,12,0,16,1,0,2,0,0,0.904,0
2,2,1,24,1,0,2,0,0,0.859,0
0,9,4,15,0,0,1,0,0,0.86,0
2,6,1,15,1,1,2,0,0,0.187,0
3,6,1,14,0,1,1,0,1,0.043,0
1,3,1,11,0,2,1,0,0,0.911,0
2,14,1,15,1,1,1,0,0,0.982,1
0,15,2,15,1,0,0,0,1,0.352,0
2,12,0,11,1,1,1,1,0,0.811,1
2,13,1,22,0,1,3,0,0,0.063,0
2,5,3,26,0,1,2,0,1,0.775,0
2,11,0,15,0,1,2,0,0,0.455,0
2,19,2,14,1,0,2,0,1,0.388,0
3,18,0,15,1,1,2,0,0,0.124,1
2,3,1,12,0,1,2,0,0,0.8,0
2,1,1,15,0,1,3,0,1,0.066,0
1,17,1,12,1,0,1,1,0,0.704,0
1,6,2,17,0,1,1,1,0,0.647,0
2,0,3,15,1,0,3,1,0,0.362,0
2,16,1,12,1,0,3,1,0,0.89,0
2,12,1,20,2,1,2,0,0,0.176,0
2,19,2,14,0,0,2,1,1,0.443,0
2,2,0,23,0,1,2,0,1,0.609,0
3,14,2,19,0,1,1,1,0,0.894,0
2,0,1,12,0,2,3,1,0,0.257,0
2,20,1,12,1,1,3,0,1,0.238,1
2,22,1,20,2,0,4,0,1,0.676,1
3,1,0,16,1,1,2,0,1,0.783,0
3,9,0,23,3,1,2,1,0,0.706,0
3,4,1,16,0,1,2,0,1,0.163,0
3,11,2,16,0,0,4,0,0,0.511,0
3,13,0,11,0,0,2,0,0,0.149,1
2,17,0,9,0,0,1,1,0,0.401,1
2,2,2,13,0,0,3,0,0,0.216,0
0,1,0,13,2,0,2,0,1,0.366,0
2,14,1,18,1,1,2,0,0,0.33,0
2,10,0,24,0,1,2,0,0,0.286,1
2,13,1,13,1,1,4,0,1,0.872,1
3,6,1,18,1,1,2,0,0,0.799,0
2,22,1,9,2,1,6,0,0,0.581,0
2,3,3,21,1,0,1,1,0,0.284,0
2,11,1,11,1,0,3,1,0,1.0,0
3,2,0,20,2,0,3,0,1,0.58,0
2,14,0,10,0,0,3,0,0,0.812,1
2,23,0,18,2,1,3,0,0,0.075,0
0,11,0,17,1,0,2,1,0,0.975,0
